date,latitude,longitude,speed,accuracy
2024-07-27 10:09:03.000,35.687839596136186,139.7207606628048,0.9190798934412526,14.254852195608114
2024-07-27 10:09:35.000,35.687816517485416,139.72065293909785,0.1051924426244294,14.292038038766973
2024-07-27 10:09:48.000,35.687753128756704,139.7205742330077,1.1757133945296954,14.262341514384728
2024-07-27 10:09:58.000,35.68766495314499,139.72054845732774,0.9268669151133807,14.270701107076519
2024-07-27 10:10:06.000,35.68756898152242,139.7205482963318,1.1849160730150439,14.270932013354516
2024-07-27 10:10:20.000,35.68746858607961,139.72059695902152,1.5911235503996222,14.491899282022548
2024-07-27 10:10:26.000,35.68740904523971,139.72068504784013,1.2286266825327257,14.458671161520463
2024-07-27 10:10:35.000,35.687441415666534,139.72079427044983,1.1170870276631442,14.391376960133707
2024-07-27 10:10:43.000,35.68750055500599,139.7208909202661,1.1187319700200071,14.303866146831288
2024-07-27 10:10:50.000,35.687546325845354,139.7209865037484,1.2886279070935673,14.285977286302534
2024-07-27 10:11:00.000,35.68756130318241,139.72109749266968,1.1287977594867937,14.263836834136454
2024-07-27 10:11:18.000,35.687589000047936,139.72098808438588,1.4155361185855815,14.288763067526162
2024-07-27 10:11:27.000,35.687572878632956,139.7208648796933,1.2609559451595302,14.278054545152083
2024-07-27 10:11:35.000,35.68753658782704,139.7207501736434,1.225874153205155,14.33595098422092
2024-07-27 10:11:41.000,35.68749477582397,139.7206469569956,1.3417783385376965,14.399726673595167
2024-07-27 10:11:50.000,35.687488754233385,139.72053519273868,1.3344228131787537,14.543452392000257
2024-07-27 10:12:01.000,35.68740893617948,139.72047724706684,1.379661633839692,14.274219133312236
2024-07-27 10:12:09.000,35.68731722761625,139.72045635039166,1.2259716448870062,14.262302104402382
2024-07-27 10:12:18.000,35.687219973912995,139.7204522222111,1.2430838466640501,14.271934222600738
2024-07-27 10:12:38.000,35.687124557407664,139.72043118305888,0.5767528528386958,14.303428384566903
2024-07-27 10:12:46.000,35.68711100596998,139.7205432234802,1.1891995954256689,14.265288471390384
2024-07-27 10:12:54.000,35.68709743428245,139.72066203458022,1.1391264649432713,14.258868646589741
2024-07-27 10:13:03.000,35.68709110330056,139.72077849189816,1.2303213006312004,14.249251048578328
2024-07-27 10:13:11.000,35.687108654662644,139.72088805057012,1.538095858755149,14.248303152054502
2024-07-27 10:13:19.000,35.68711445670781,139.72100769850852,1.1794156242070306,14.24182846792573
2024-07-27 10:13:27.000,35.687133842878744,139.7211318898392,1.3445752665036097,14.237087901456883
2024-07-27 10:13:35.000,35.6871507879917,139.7212465959393,1.134565494720702,14.243554343615438
2024-07-27 10:13:44.000,35.687114071743814,139.72135349141612,0.7867025455268316,14.246162610525513
2024-07-27 10:13:52.000,35.687013755549835,139.72134575009463,1.0311931399397223,14.27372337057858
2024-07-27 10:14:00.000,35.68692538854763,139.72129507392395,1.1559029677695516,14.250401295464231
2024-07-27 10:14:09.000,35.686833317862096,139.7212932411084,1.0960924413099882,14.241911436538413
2024-07-27 10:14:17.000,35.68674071463727,139.72129768669126,1.1939135074551364,14.242772452732787
2024-07-27 10:14:25.000,35.68664891334326,139.7212970310064,1.1352538105440795,14.241934569518667
2024-07-27 10:14:33.000,35.686558190133724,139.72128003487094,1.1163502253571327,14.248091533420215
2024-07-27 10:14:41.000,35.68646444145249,139.72124721248312,1.2036391676661975,14.248360105222348
2024-07-27 10:14:49.000,35.68637023923358,139.72124005925045,1.2238761729194685,14.249308502514719
2024-07-27 10:14:57.000,35.68627580159762,139.7212165210977,1.2124411396326238,14.243228122691933
2024-07-27 10:15:06.000,35.68618210889256,139.7212069049005,1.0278793129738655,14.25350270730841
2024-07-27 10:15:15.000,35.68608639290689,139.7212081480054,1.233122234610471,14.249985357044864
2024-07-27 10:15:24.000,35.68599033553368,139.72119934361052,1.0874358414066643,14.257050822226025
2024-07-27 10:15:32.000,35.68589785055338,139.7211769760179,0.9727905200393913,14.254349293292956
2024-07-27 10:15:43.000,35.68580340488505,139.7211528293009,0.9371209945067894,14.271742159179736
